Geneid	Length	C1	C2	IL8_1	IL8_2
ENSMUSG00000086450	3131	8	7	5	4
ENSMUSG00000065347	107	1	0	0	0
ENSMUSG00000082412	252	0	0	0	0
ENSMUSG00000089318	304	1	0	0	0
ENSMUSG00000081125	439	0	0	0	0
ENSMUSG00000083215	930	0	0	0	0
ENSMUSG00000038844	6383	971	633	378	329
ENSMUSG00000088134	116	0	0	0	0
ENSMUSG00000086504	495	0	0	0	0
ENSMUSG00000008333	2061	687	432	337	331
ENSMUSG00000027416	949	0	0	0	0
ENSMUSG00000082903	620	0	0	0	0
ENSMUSG00000083047	801	0	0	0	0
ENSMUSG00000083787	150	0	0	0	0
ENSMUSG00000080895	649	1	0	1	2
ENSMUSG00000086171	4233	0	0	0	1
ENSMUSG00000027419	4723	5	6	5	1
ENSMUSG00000087115	3370	0	0	0	0
ENSMUSG00000027420	2390	0	1	2	3
ENSMUSG00000082987	428	2	0	0	0
ENSMUSG00000081293	331	0	0	0	0
ENSMUSG00000080711	333	0	0	0	0
ENSMUSG00000015932	1911	3742	2437	3436	3110
ENSMUSG00000027422	5494	6935	4531	3780	3666
ENSMUSG00000037307	571	0	0	0	0
ENSMUSG00000086384	836	0	0	0	0
ENSMUSG00000082480	886	1	1	1	2
ENSMUSG00000074758	1743	0	1	0	0
ENSMUSG00000085127	1240	0	0	2	1
ENSMUSG00000027423	2625	2164	1454	998	924
ENSMUSG00000082436	308	1	0	1	2
ENSMUSG00000065725	138	1	1	0	2
ENSMUSG00000077714	238	0	2	1	0
ENSMUSG00000027424	3348	290	148	156	150
ENSMUSG00000037279	1933	0	0	0	0
ENSMUSG00000084837	917	0	0	0	0
ENSMUSG00000081450	403	0	0	0	0
ENSMUSG00000082313	1142	2	0	0	0
ENSMUSG00000027425	3801	508	340	201	189
ENSMUSG00000098387	693	0	0	0	0
ENSMUSG00000083674	1802	2	3	2	0
ENSMUSG00000037259	6850	54	41	28	15
ENSMUSG00000027427	5490	636	410	250	299
ENSMUSG00000027428	2170	733	456	256	277
ENSMUSG00000027429	2779	947	617	534	455
ENSMUSG00000074754	471	86	52	34	30
ENSMUSG00000027430	1350	214	137	56	46
ENSMUSG00000092833	91	0	0	0	0
ENSMUSG00000084306	1735	1	1	1	1
ENSMUSG00000027431	760	0	0	0	0
ENSMUSG00000082858	821	0	0	0	0
ENSMUSG00000063873	4048	911	525	93	88
ENSMUSG00000087158	364	0	0	0	0
ENSMUSG00000088711	94	0	0	1	0
ENSMUSG00000088213	325	0	0	0	0
ENSMUSG00000084178	464	0	0	1	0
ENSMUSG00000074753	617	0	0	0	0
ENSMUSG00000087594	2753	28	26	3	3
ENSMUSG00000081722	312	1	0	0	0
ENSMUSG00000001768	4793	2623	1640	1091	908
ENSMUSG00000092758	188	1	0	0	0
ENSMUSG00000083014	623	0	0	0	0
ENSMUSG00000002728	2961	733	464	441	441
ENSMUSG00000001767	3428	997	624	485	425
ENSMUSG00000037143	9865	5	0	0	0
ENSMUSG00000068154	3100	0	0	1	1
ENSMUSG00000037110	11030	314	211	252	214
ENSMUSG00000085958	958	0	0	0	0
ENSMUSG00000042938	843	17	18	4	11
ENSMUSG00000085796	737	0	0	0	0
ENSMUSG00000080870	999	3	0	1	0
ENSMUSG00000087618	287	0	0	0	0
ENSMUSG00000074749	2183	625	406	334	292
ENSMUSG00000027433	3434	2418	1654	1255	1162
ENSMUSG00000054160	1725	0	0	0	0
ENSMUSG00000082158	805	0	0	0	0
ENSMUSG00000027434	2519	0	0	0	0
ENSMUSG00000086509	4345	0	0	0	0
ENSMUSG00000053545	476	0	0	0	0
ENSMUSG00000089316	324	0	0	0	0
ENSMUSG00000081971	482	0	0	0	0
ENSMUSG00000084371	976	0	0	0	0
ENSMUSG00000098763	458	0	0	0	0
ENSMUSG00000084774	758	0	0	0	0
ENSMUSG00000087521	351	0	0	0	0
ENSMUSG00000037034	2643	0	0	0	1
ENSMUSG00000083126	309	0	0	0	0
ENSMUSG00000080844	330	0	0	0	0
ENSMUSG00000081741	438	0	0	0	0
ENSMUSG00000051986	1331	0	0	0	0
ENSMUSG00000065791	107	0	0	0	0
ENSMUSG00000086141	1245	0	0	0	0
ENSMUSG00000037025	2180	0	0	0	1
ENSMUSG00000099304	79	0	0	0	0
ENSMUSG00000083750	494	0	0	0	0
ENSMUSG00000089458	313	0	0	0	0
ENSMUSG00000037014	1424	0	0	0	0
ENSMUSG00000074743	3723	1977	1203	1618	1530
ENSMUSG00000082911	235	0	0	0	0
ENSMUSG00000027435	6677	14	6	31	39
ENSMUSG00000087678	2869	0	0	0	0
ENSMUSG00000088870	112	0	0	0	0
ENSMUSG00000036992	1116	163	119	75	67
ENSMUSG00000027439	4232	981	646	633	682
ENSMUSG00000027438	4412	300	189	254	229
ENSMUSG00000055177	722	3	1	3	4
ENSMUSG00000036958	615	0	0	0	0
ENSMUSG00000027444	602	0	0	0	0
ENSMUSG00000027443	655	0	0	0	0
ENSMUSG00000027442	853	0	0	0	0
ENSMUSG00000036924	783	0	0	0	0
ENSMUSG00000027445	687	0	0	0	0
ENSMUSG00000027446	661	0	0	0	0
ENSMUSG00000027447	860	15278	9779	7368	6959
ENSMUSG00000103559	365	0	0	0	0
ENSMUSG00000081580	291	0	0	0	0
ENSMUSG00000063507	557	0	0	0	0
ENSMUSG00000074739	1506	0	0	0	0
ENSMUSG00000086963	591	0	0	0	1
ENSMUSG00000081314	1719	0	1	1	0
ENSMUSG00000081470	719	2	0	1	2
ENSMUSG00000033156	835	0	0	0	0
ENSMUSG00000089270	92	0	0	0	0
ENSMUSG00000081494	987	0	0	0	0
ENSMUSG00000087029	1274	0	0	0	0
ENSMUSG00000074736	2136	0	0	0	0
ENSMUSG00000074737	690	0	0	0	0
ENSMUSG00000083055	995	0	0	0	0
ENSMUSG00000068134	4127	377	213	228	207
ENSMUSG00000074837	714	0	0	0	0
ENSMUSG00000079009	1728	21	11	8	9
ENSMUSG00000060336	2797	95	73	28	27
ENSMUSG00000074735	990	43	26	24	22
ENSMUSG00000079008	3018	5	0	1	0
ENSMUSG00000084320	989	0	2	0	0
ENSMUSG00000063364	650	19	17	10	8
ENSMUSG00000095315	303	5	2	5	3
ENSMUSG00000083077	395	0	0	0	0
ENSMUSG00000083964	973	9	6	2	2
ENSMUSG00000068130	2922	70	48	26	33
ENSMUSG00000082740	678	1	0	0	1
ENSMUSG00000074731	2734	22	12	6	8
ENSMUSG00000083325	1380	10	9	6	8
ENSMUSG00000081092	1011	0	0	0	0
ENSMUSG00000068129	986	1	0	0	0
ENSMUSG00000033096	2235	609	424	235	223
ENSMUSG00000086407	2658	0	0	0	0
ENSMUSG00000027452	3618	0	2	2	0
ENSMUSG00000087406	939	0	0	0	0
ENSMUSG00000033080	3791	0	0	0	0
ENSMUSG00000086563	768	1	3	1	2
ENSMUSG00000100630	638	0	0	0	0
ENSMUSG00000097818	1440	0	0	0	0
ENSMUSG00000033068	2540	73	50	34	27
ENSMUSG00000033059	3909	1062	733	376	355
ENSMUSG00000032046	1999	1106	663	382	340
ENSMUSG00000087887	144	0	0	0	0
ENSMUSG00000027454	1087	40	22	12	6
ENSMUSG00000082341	357	0	0	0	0
ENSMUSG00000068115	5093	544	337	521	467
ENSMUSG00000084264	296	3	1	1	1
ENSMUSG00000082375	783	0	0	1	0
ENSMUSG00000053916	1394	37	20	13	8
ENSMUSG00000088444	129	0	0	0	0
ENSMUSG00000088433	136	0	0	0	0
ENSMUSG00000079006	2672	0	0	0	0
ENSMUSG00000079005	2681	0	0	0	0
ENSMUSG00000085805	508	0	0	0	0
ENSMUSG00000088890	136	0	0	0	0
ENSMUSG00000067352	1853	18	27	15	17
ENSMUSG00000087337	1721	0	0	0	0
ENSMUSG00000089575	136	0	0	0	0
ENSMUSG00000088808	136	0	0	0	0
ENSMUSG00000087609	1721	0	0	0	0
ENSMUSG00000088941	136	0	0	0	0
ENSMUSG00000083391	1008	115	50	43	71
ENSMUSG00000087495	1073	0	0	0	0
ENSMUSG00000087890	136	0	0	0	0
ENSMUSG00000082809	1354	135	77	29	27
ENSMUSG00000086659	508	0	0	0	0
ENSMUSG00000061525	2684	0	0	0	0
ENSMUSG00000027455	1590	1193	816	461	469
ENSMUSG00000087433	433	2	0	1	4
ENSMUSG00000032966	1658	3148	2000	1117	1111
ENSMUSG00000027456	1399	4	1	1	2
ENSMUSG00000027457	4951	0	0	0	0
ENSMUSG00000074704	1659	0	0	0	0
ENSMUSG00000087035	2219	0	0	0	0
ENSMUSG00000081777	451	0	0	0	0
ENSMUSG00000044364	1959	0	0	0	0
ENSMUSG00000032869	3993	501	301	272	244
ENSMUSG00000086800	1490	0	0	0	0
ENSMUSG00000083088	1139	0	0	0	0
ENSMUSG00000087033	587	0	0	0	0
ENSMUSG00000032852	2371	0	1	0	0
ENSMUSG00000086620	1281	1	0	0	1
ENSMUSG00000027460	2335	1648	951	40	46
ENSMUSG00000087004	579	4	2	0	0
ENSMUSG00000088491	89	0	0	0	0
ENSMUSG00000027459	2207	376	220	154	131
ENSMUSG00000027463	2767	1	1	0	0
ENSMUSG00000085946	1177	0	0	0	0
ENSMUSG00000060257	3395	2	1	0	0
ENSMUSG00000032802	2812	701	391	971	994
ENSMUSG00000068079	980	0	0	0	0
ENSMUSG00000081087	392	23	19	18	18
ENSMUSG00000074698	4206	2333	1534	952	974
ENSMUSG00000027465	3386	2170	1401	1732	1630
ENSMUSG00000027466	2542	1120	652	1463	1350
ENSMUSG00000032715	2026	84	74	481	482
ENSMUSG00000068062	1999	0	0	0	0
ENSMUSG00000081434	952	0	1	1	2
ENSMUSG00000059361	1455	0	0	0	0
ENSMUSG00000051817	4453	117	56	39	33
ENSMUSG00000074682	3073	0	0	0	0
ENSMUSG00000032680	1684	0	0	0	0
ENSMUSG00000088139	63	0	0	0	0
ENSMUSG00000083230	308	0	0	0	0
ENSMUSG00000074681	624	0	0	0	0
ENSMUSG00000082689	483	0	0	0	0
ENSMUSG00000049560	690	0	0	0	0
ENSMUSG00000027468	628	0	0	0	0
ENSMUSG00000074680	561	0	0	0	0
ENSMUSG00000074679	397	0	1	5	0
ENSMUSG00000044249	462	0	0	0	0
ENSMUSG00000084935	339	0	0	0	0
ENSMUSG00000090485	201	0	0	0	0
ENSMUSG00000056544	427	0	0	0	0
ENSMUSG00000050645	394	0	0	0	0
ENSMUSG00000062124	385	0	0	0	0
ENSMUSG00000044863	468	0	0	0	0
ENSMUSG00000089684	217	0	0	0	0
ENSMUSG00000074678	293	8	9	1	1
ENSMUSG00000000359	1663	291	192	50	37
ENSMUSG00000087148	756	0	1	0	0
ENSMUSG00000019188	5919	2220	1398	816	812
ENSMUSG00000042814	917	93	67	27	30
ENSMUSG00000097722	1787	16	5	9	3
ENSMUSG00000042745	1160	246	179	204	172
ENSMUSG00000082318	601	0	0	0	0
ENSMUSG00000009876	788	0	0	0	0
ENSMUSG00000093306	102	0	0	1	0
ENSMUSG00000007659	3887	792	481	1655	1454
ENSMUSG00000027469	4365	435	264	406	347
ENSMUSG00000093746	60	0	0	0	0
ENSMUSG00000027470	2951	515	370	159	144
ENSMUSG00000074676	1311	237	161	244	150
ENSMUSG00000042662	3460	0	1	12	4
ENSMUSG00000074673	2005	0	0	0	1
ENSMUSG00000089898	495	0	0	0	0
ENSMUSG00000027472	1273	905	613	462	409
ENSMUSG00000042631	2711	0	0	0	0
ENSMUSG00000027474	2158	0	0	0	0
ENSMUSG00000003283	2092	2	1	5	7
ENSMUSG00000089499	103	0	0	0	0
ENSMUSG00000068040	3896	1721	1136	1091	946
ENSMUSG00000074671	3072	6	2	4	3
ENSMUSG00000051413	5735	401	256	263	255
ENSMUSG00000046020	8074	1805	1055	563	575
ENSMUSG00000027475	5635	1248	834	719	713
ENSMUSG00000073236	1898	46	13	15	12
ENSMUSG00000042548	6968	1588	1039	917	845
ENSMUSG00000061411	6522	45	30	24	15
ENSMUSG00000082283	282	3	1	0	0
ENSMUSG00000079001	331	0	0	0	0
ENSMUSG00000056941	3285	555	356	200	227
ENSMUSG00000079000	718	0	1	0	0
ENSMUSG00000027478	4326	50	31	13	16
ENSMUSG00000082079	2218	0	0	0	0
ENSMUSG00000027479	7336	3228	2038	1367	1214
ENSMUSG00000044083	1703	0	1	0	0
ENSMUSG00000083097	435	46	26	22	18
ENSMUSG00000027480	1157	0	0	0	0
ENSMUSG00000027481	1730	0	0	0	0
ENSMUSG00000068009	1669	0	0	0	0
ENSMUSG00000068008	1873	0	0	0	0
ENSMUSG00000074665	2482	0	0	0	0
ENSMUSG00000078998	1572	0	0	0	0
ENSMUSG00000042459	978	0	0	0	0
ENSMUSG00000096084	359	0	0	0	0
ENSMUSG00000081013	580	0	0	0	0
ENSMUSG00000027482	1107	0	0	0	0
ENSMUSG00000027483	1106	0	0	0	0
ENSMUSG00000027484	1089	0	0	0	0
ENSMUSG00000027485	1739	0	1	1	0
ENSMUSG00000038572	1637	0	0	0	0
ENSMUSG00000067998	2065	0	0	1	0
ENSMUSG00000083732	1049	3	2	0	1
ENSMUSG00000067996	2067	0	0	0	0
ENSMUSG00000027487	2776	249	194	121	90
ENSMUSG00000027488	2143	751	559	242	270
ENSMUSG00000038533	7983	722	489	376	317
ENSMUSG00000027489	1829	5	3	0	1
ENSMUSG00000038523	743	5	3	3	2
ENSMUSG00000078129	1501	1	0	0	0
ENSMUSG00000027490	3154	457	296	162	186
ENSMUSG00000000876	3114	322	195	97	112
ENSMUSG00000097602	501	1	0	0	0
ENSMUSG00000059842	3299	57	37	42	34
ENSMUSG00000085483	948	0	0	0	0
ENSMUSG00000038467	1616	2114	1359	1953	1821
ENSMUSG00000082064	891	0	0	1	0
ENSMUSG00000083975	221	0	0	0	0
ENSMUSG00000085691	684	1	0	0	0
ENSMUSG00000098640	678	0	0	0	0
ENSMUSG00000027593	1856	2467	1694	1070	1006
ENSMUSG00000027596	817	0	0	0	0
ENSMUSG00000074656	2542	2126	1568	1405	1304
ENSMUSG00000084897	3243	5	4	6	2
ENSMUSG00000027597	2543	532	360	201	203
ENSMUSG00000087254	1398	0	0	0	0
ENSMUSG00000027598	5361	1763	1107	813	821
ENSMUSG00000082596	629	0	2	0	0
ENSMUSG00000047459	1003	1420	880	582	576
ENSMUSG00000027602	1112	1464	842	251	288
ENSMUSG00000038383	1636	550	327	214	198
ENSMUSG00000076216	109	0	0	0	0
ENSMUSG00000038375	3979	3115	1960	684	555
ENSMUSG00000038369	7800	1369	892	683	654
ENSMUSG00000080237	685	1	2	1	1
ENSMUSG00000083341	323	1	0	0	0
ENSMUSG00000027603	2614	142	94	104	109
ENSMUSG00000027605	3818	420	282	304	309
ENSMUSG00000093624	291	0	0	0	0
ENSMUSG00000093687	462	0	0	2	1
ENSMUSG00000086529	629	1	1	0	0
ENSMUSG00000027610	1963	458	334	337	282
ENSMUSG00000085317	727	1	0	2	1
ENSMUSG00000085010	716	2	0	1	1
ENSMUSG00000087616	765	1	2	0	3
ENSMUSG00000074652	6163	40	22	7	5
ENSMUSG00000076312	79	0	0	0	0
ENSMUSG00000038324	3204	3005	1889	1354	1258
ENSMUSG00000088695	133	0	1	0	0
ENSMUSG00000038312	2290	753	482	345	331
ENSMUSG00000092123	57	0	0	0	0
ENSMUSG00000027611	1597	33	33	64	63
ENSMUSG00000027612	4306	0	1	0	0
ENSMUSG00000074649	1615	605	378	144	155
ENSMUSG00000027613	2459	1414	875	1004	955
ENSMUSG00000086754	796	0	1	0	2
ENSMUSG00000074647	3972	3	0	3	9
ENSMUSG00000005882	2658	710	486	344	280
ENSMUSG00000078972	1380	1	0	0	0
ENSMUSG00000038259	2320	1	3	4	3
ENSMUSG00000038241	8122	1309	778	720	655
ENSMUSG00000074646	1912	17	9	5	9
ENSMUSG00000005881	1410	2884	1908	1554	1497
ENSMUSG00000013338	6106	0	0	0	0
ENSMUSG00000081002	546	0	0	0	0
ENSMUSG00000038180	1473	12	7	2	4
ENSMUSG00000074643	3529	0	0	0	0
ENSMUSG00000098950	5505	2	1	0	0
ENSMUSG00000103285	1682	14	10	8	8
ENSMUSG00000089824	6667	270	149	116	97
ENSMUSG00000027618	2390	689	480	274	293
ENSMUSG00000067847	747	345	205	83	88
ENSMUSG00000027620	3158	4650	3054	3077	2674
ENSMUSG00000038116	5737	1977	1277	867	814
ENSMUSG00000046229	759	207	131	110	97
ENSMUSG00000038085	2857	34	32	39	40
ENSMUSG00000081751	279	1	1	0	0
ENSMUSG00000076231	96	0	0	0	0
ENSMUSG00000085546	3215	8	2	9	3
ENSMUSG00000082321	639	13	1	6	9
ENSMUSG00000087323	331	2	0	0	1
ENSMUSG00000088637	216	0	0	0	0
ENSMUSG00000084017	482	0	1	1	0
ENSMUSG00000102869	1149	153	90	52	55
ENSMUSG00000061272	278	0	1	2	0
ENSMUSG00000076230	96	0	0	0	0
ENSMUSG00000027624	6663	1139	685	455	443
ENSMUSG00000086872	539	0	0	0	0
ENSMUSG00000085524	864	0	0	0	0
ENSMUSG00000027628	3582	554	374	294	277
ENSMUSG00000055494	2197	3	3	5	1
ENSMUSG00000086118	2519	0	0	0	0
ENSMUSG00000061689	5656	2907	1866	1094	915
ENSMUSG00000087508	161	0	0	0	0
ENSMUSG00000083498	644	0	0	0	0
ENSMUSG00000086638	994	4	3	9	1
ENSMUSG00000067818	1128	428	289	23	28
ENSMUSG00000082196	592	0	0	0	0
ENSMUSG00000087179	874	8	5	0	1
ENSMUSG00000062175	2900	91	56	37	35
ENSMUSG00000085741	2039	40	17	20	9
ENSMUSG00000102323	3346	6	3	1	1
ENSMUSG00000074629	1331	25	12	11	6
ENSMUSG00000098755	246	2	3	1	2
ENSMUSG00000027637	1045	368	270	242	198
ENSMUSG00000027636	3099	2	4	2	1
ENSMUSG00000080880	878	0	0	0	0
ENSMUSG00000083831	544	0	0	0	0
ENSMUSG00000081616	237	0	0	0	0
ENSMUSG00000027634	5708	2291	1459	598	591
ENSMUSG00000098750	136	0	0	0	0
ENSMUSG00000082163	720	31	19	6	8
ENSMUSG00000027635	2648	188	130	75	72
ENSMUSG00000055485	7864	1342	763	682	592
ENSMUSG00000074628	641	0	1	1	2
ENSMUSG00000027639	5497	1476	944	17785	16521
ENSMUSG00000027641	4862	302	198	239	215
ENSMUSG00000084113	360	1	0	0	0
ENSMUSG00000074627	3460	6	1	1	3
ENSMUSG00000027642	2804	5372	3493	3459	3185
ENSMUSG00000027643	587	2	0	0	0
ENSMUSG00000063019	1107	471	318	234	238
ENSMUSG00000027646	3993	659	386	395	401
ENSMUSG00000081740	332	0	1	0	0
ENSMUSG00000082329	117	0	0	0	0
ENSMUSG00000087445	464	16	14	16	18
ENSMUSG00000067787	2108	564	389	553	487
ENSMUSG00000067786	1438	24	19	19	15
ENSMUSG00000077990	87	0	0	0	0
ENSMUSG00000087547	629	0	0	0	0
ENSMUSG00000077290	134	0	0	0	0
ENSMUSG00000084417	99	0	0	0	0
ENSMUSG00000027649	2442	598	377	190	202
ENSMUSG00000062846	477	88	48	33	29
ENSMUSG00000037843	1363	0	0	0	0
ENSMUSG00000027650	3834	533	349	203	193
ENSMUSG00000027651	5762	745	501	331	306
ENSMUSG00000100860	567	3	0	0	4
ENSMUSG00000037820	3596	1160	727	1332	1229
ENSMUSG00000092283	633	0	0	0	0
ENSMUSG00000037813	5104	27	18	2	1
ENSMUSG00000078957	605	0	0	0	0
ENSMUSG00000098765	62	0	0	0	0
ENSMUSG00000052922	1926	0	0	0	0
ENSMUSG00000016024	3302	162	111	319	290
ENSMUSG00000085385	4368	372	249	205	174
ENSMUSG00000065362	131	0	0	0	0
ENSMUSG00000064995	113	0	3	0	1
ENSMUSG00000100992	132	0	0	0	0
ENSMUSG00000064405	132	0	0	0	0
ENSMUSG00000044349	5864	21	6	3	4
ENSMUSG00000065840	133	0	0	0	0
ENSMUSG00000064585	133	0	0	0	0
ENSMUSG00000083168	289	0	0	0	0
ENSMUSG00000083715	311	0	0	0	0
ENSMUSG00000027652	8419	2165	1290	1099	975
ENSMUSG00000081800	192	0	0	0	0
ENSMUSG00000084644	86	1	1	1	0
ENSMUSG00000044405	632	0	0	0	0
ENSMUSG00000074625	2028	0	0	0	0
ENSMUSG00000086496	5380	1	1	0	0
ENSMUSG00000037771	2797	0	0	0	0
ENSMUSG00000087563	739	0	0	0	0
ENSMUSG00000037761	2402	112	80	65	64
ENSMUSG00000093120	58	0	0	0	0
ENSMUSG00000037754	6816	18	14	15	14
ENSMUSG00000093040	126	0	0	1	0
ENSMUSG00000027654	2266	85	53	15	12
ENSMUSG00000027655	3284	347	201	222	210
ENSMUSG00000104628	93	0	0	0	0
ENSMUSG00000077188	132	0	0	0	0
ENSMUSG00000083913	288	0	0	0	0
ENSMUSG00000083451	532	0	0	0	0
ENSMUSG00000081215	866	0	0	0	0
ENSMUSG00000086558	517	0	0	0	0
ENSMUSG00000085198	1126	0	0	0	0
ENSMUSG00000083329	449	0	0	0	0
ENSMUSG00000086653	606	0	0	0	0
ENSMUSG00000074623	1233	0	0	0	0
ENSMUSG00000074622	3363	85	51	14	6
ENSMUSG00000078956	340	18	16	10	8
ENSMUSG00000078955	575	0	0	0	0
ENSMUSG00000094247	125	0	0	1	0
ENSMUSG00000070544	3856	2653	1724	1080	857
ENSMUSG00000016933	5628	2470	1486	743	678
ENSMUSG00000098889	979	17	4	2	2
ENSMUSG00000035877	10049	1382	970	356	362
ENSMUSG00000085303	1685	5	7	2	1
ENSMUSG00000081854	858	0	0	0	0
ENSMUSG00000027412	3615	1330	803	464	430
ENSMUSG00000050700	3548	4	1	1	1
ENSMUSG00000087147	798	0	0	0	0
ENSMUSG00000057133	10515	1797	1136	863	797
ENSMUSG00000077795	125	0	0	0	0
ENSMUSG00000067745	2172	0	0	0	0
ENSMUSG00000085469	375	0	0	0	0
ENSMUSG00000081099	1002	0	0	0	0
ENSMUSG00000081151	450	0	0	0	0
ENSMUSG00000087031	264	0	0	0	0
ENSMUSG00000083374	476	0	0	0	0
ENSMUSG00000100943	323	0	0	0	0
ENSMUSG00000053141	12229	4	1	1	1
ENSMUSG00000084919	630	0	0	0	0
ENSMUSG00000054457	1201	0	0	0	0
ENSMUSG00000087536	680	0	0	0	0
ENSMUSG00000077143	126	0	0	0	0
ENSMUSG00000082296	333	0	0	0	0
ENSMUSG00000088064	158	0	0	0	0
ENSMUSG00000086030	248	0	0	0	0
ENSMUSG00000083567	630	12	10	0	4
ENSMUSG00000082514	690	0	0	0	0
ENSMUSG00000016921	3692	4290	2751	1891	1794
ENSMUSG00000035576	2724	0	0	0	0
ENSMUSG00000080962	1007	0	0	0	0
ENSMUSG00000017868	3294	0	0	0	0
ENSMUSG00000017858	2248	745	479	345	346
ENSMUSG00000017861	3651	65	50	9	7
ENSMUSG00000099091	66	0	0	0	0
ENSMUSG00000070708	822	0	0	0	0
ENSMUSG00000096635	125	0	0	1	0
ENSMUSG00000086152	714	0	0	0	0
ENSMUSG00000086036	296	0	0	0	0
ENSMUSG00000074607	3172	0	0	0	0
ENSMUSG00000017817	4255	3182	1962	1109	1082
ENSMUSG00000035399	1850	505	304	510	458
ENSMUSG00000099632	567	29	10	3	4
ENSMUSG00000017943	2580	7	3	2	4
ENSMUSG00000048486	3967	593	417	216	199
ENSMUSG00000053353	740	3	0	0	0
ENSMUSG00000078949	1094	51	40	13	6
ENSMUSG00000046840	839	0	0	0	0
ENSMUSG00000017950	4362	0	0	0	0
ENSMUSG00000088408	103	0	0	0	0
ENSMUSG00000017679	4522	1012	680	454	426
ENSMUSG00000017707	3683	6420	4275	4167	3895
ENSMUSG00000058812	952	0	0	1	0
ENSMUSG00000035268	1425	1792	1147	522	497
ENSMUSG00000087129	3393	1	3	0	1
ENSMUSG00000017697	1688	40	19	18	18
ENSMUSG00000027656	1719	5179	3219	444	454
ENSMUSG00000035238	2003	0	0	0	0
ENSMUSG00000035226	4962	0	0	0	0
ENSMUSG00000018326	3013	4119	2553	1685	1584
ENSMUSG00000054582	2354	2	4	0	2
ENSMUSG00000018322	2369	394	293	255	251
ENSMUSG00000018209	5320	642	434	393	377
ENSMUSG00000085538	733	2	0	1	2
ENSMUSG00000084446	118	0	0	0	0
ENSMUSG00000040164	2712	0	0	0	0
ENSMUSG00000040154	2322	0	0	0	0
ENSMUSG00000085649	1928	0	0	0	0
ENSMUSG00000042845	775	0	0	0	0
ENSMUSG00000051769	488	0	0	0	0
ENSMUSG00000018211	572	0	0	0	0
ENSMUSG00000040132	1985	0	0	0	0
ENSMUSG00000050383	1249	0	0	0	0
ENSMUSG00000016998	731	0	0	0	0
ENSMUSG00000017003	1200	0	0	0	0
ENSMUSG00000017000	535	0	0	0	0
ENSMUSG00000017004	628	0	0	0	0
ENSMUSG00000017002	900	291	176	938	1055
ENSMUSG00000098489	71	0	0	0	0
ENSMUSG00000016995	2367	2	0	7	7
ENSMUSG00000017007	2456	0	0	0	0
ENSMUSG00000017009	2458	3192	1965	5378	5249
ENSMUSG00000045503	2001	169	116	117	90
ENSMUSG00000085760	382	0	0	1	2
ENSMUSG00000090996	1369	0	0	0	0
ENSMUSG00000017720	934	6	3	8	3
ENSMUSG00000017734	4389	31	22	16	20
ENSMUSG00000017721	3004	1508	848	598	590
ENSMUSG00000086179	1464	0	0	0	0
ENSMUSG00000017723	849	1	0	0	1
ENSMUSG00000074596	557	0	0	0	0
ENSMUSG00000074595	867	0	0	0	0
ENSMUSG00000017733	778	0	0	0	0
ENSMUSG00000070533	3580	0	0	0	0
ENSMUSG00000065797	107	0	0	0	0
ENSMUSG00000070531	984	0	0	0	0
ENSMUSG00000077671	131	0	0	0	0
ENSMUSG00000070530	1116	0	0	0	0
ENSMUSG00000083740	256	0	0	0	0
ENSMUSG00000074594	547	0	0	0	0
ENSMUSG00000070529	459	0	0	0	0
ENSMUSG00000078940	617	0	0	0	0
ENSMUSG00000067704	1074	0	0	0	0
ENSMUSG00000017310	751	0	0	0	0
ENSMUSG00000074593	453	0	0	0	0
ENSMUSG00000076434	1010	1	2	0	0
ENSMUSG00000017299	1827	447	284	208	178
ENSMUSG00000086453	676	12	9	10	7
ENSMUSG00000088226	316	9	4	8	6
ENSMUSG00000001403	2600	119	84	15	11
ENSMUSG00000017300	700	3	4	0	0
ENSMUSG00000050373	3546	501	301	221	249
ENSMUSG00000017307	1152	102	64	60	48
ENSMUSG00000045822	2708	127	76	60	55
ENSMUSG00000017764	2705	220	120	83	89
ENSMUSG00000017767	786	0	1	0	1
ENSMUSG00000039873	1014	77	38	52	31
ENSMUSG00000017760	3674	7370	4722	4539	4406
ENSMUSG00000017754	2354	3783	2289	1932	1836
ENSMUSG00000039849	5772	934	525	401	328
ENSMUSG00000039834	4587	418	256	211	210
ENSMUSG00000085436	1127	10	7	3	3
ENSMUSG00000017737	3175	13	10	6	9
ENSMUSG00000017740	6208	12	7	2	2
ENSMUSG00000039804	3210	890	567	511	446
ENSMUSG00000017652	2986	2	3	5	9
ENSMUSG00000078935	702	0	0	0	0
ENSMUSG00000053166	3702	0	0	1	0
ENSMUSG00000086630	576	0	0	0	0
ENSMUSG00000087800	131	0	0	0	0
ENSMUSG00000017664	2080	728	482	367	345
ENSMUSG00000017670	6048	761	498	625	521
ENSMUSG00000056824	3469	0	0	0	0
ENSMUSG00000017667	8205	383	243	185	143
ENSMUSG00000027670	3657	3	1	0	2
ENSMUSG00000018459	3524	0	0	0	0
ENSMUSG00000085358	360	0	0	0	0
ENSMUSG00000039725	1880	226	138	147	122
ENSMUSG00000027661	3544	57	40	16	11
ENSMUSG00000017897	2693	0	0	0	0
ENSMUSG00000100796	325	0	0	0	0
ENSMUSG00000081758	361	0	0	0	0
ENSMUSG00000039671	9056	2604	1620	719	777
ENSMUSG00000085274	847	6	4	1	2
ENSMUSG00000086820	435	2	2	4	1
